Κατασκευαστής,Τύπος,Εγγραφή,Ηλικία,Καύσιμο,Μετάδοση,Κυβικά,Ιπποδύναμη,Χιλιόμετρα,Κατάσταση,Περιοχή,Τιμή
Jeep,Compass,2022.0,4.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1300.0,240.0,93873.0,Μεταχειρισμένο,ΠΕΡΙΣΤΕΡΙ 12133,24999.0
LandRover,Defender,2022.0,4.0,Υβριδικό Πετρελαίου,Αυτόματο,3000.0,240.0,105000.0,Μεταχειρισμένο,ΝΕΟ ΨΥΧΙΚΟ 15451,70900.0
Jeep,Renegade,2022.0,4.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1300.0,240.0,90200.0,Μεταχειρισμένο,ΝΕΟ ΨΥΧΙΚΟ 15451,23990.0
Mercedes-Benz,E 220,2022.0,4.0,Πετρέλαιο,Αυτόματο,2000.0,197.0,140000.0,Μεταχειρισμένο,ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ 17341,49500.0
Ford,Raptor,2022.0,4.0,Πετρέλαιο,Αυτόματο,2000.0,216.0,129000.0,Μεταχειρισμένο,ΝΕΑ ΜΑΚΡΗ 19005,38500.0
Fiat,500,2022.0,4.0,Υβριδικό Βενζίνης,Χειροκίνητο,1000.0,70.0,54696.0,Μεταχειρισμένο,ΝΙΚΑΙΑ 18454,11499.0
Fiat,Panda,2022.0,4.0,Υβριδικό Βενζίνης,Χειροκίνητο,1000.0,70.0,76097.0,Μεταχειρισμένο,ΝΙΚΑΙΑ 18454,11500.0
Renault,Clio,2022.0,4.0,Βενζίνη,Χειροκίνητο,1000.0,90.0,70285.0,Μεταχειρισμένο,ΝΙΚΑΙΑ 18454,12800.0
Renault,Clio,2022.0,4.0,Βενζίνη,Χειροκίνητο,1000.0,90.0,74867.0,Μεταχειρισμένο,ΝΙΚΑΙΑ 18454,13700.0
Fiat,Tipo,2022.0,4.0,Πετρέλαιο,Χειροκίνητο,1300.0,95.0,67427.0,Μεταχειρισμένο,ΝΙΚΑΙΑ 18454,13900.0
Jeep,Renegade,2022.0,4.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1300.0,190.0,100000.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,19490.0
Opel,Corsa,2022.0,4.0,Βενζίνη,Αυτόματο,1200.0,100.0,49000.0,Μεταχειρισμένο,ΝΙΚΑΙΑ 18454,15499.0
Opel,Mokka,2022.0,4.0,Πετρέλαιο,Χειροκίνητο,1500.0,110.0,121426.0,Μεταχειρισμένο,ΝΙΚΑΙΑ 18454,15999.0
Renault,Captur,2022.0,4.0,LPG / Βενζίνη,Χειροκίνητο,1000.0,90.0,99000.0,Μεταχειρισμένο,ΝΙΚΑΙΑ 18454,15999.0
Ford,Puma,2022.0,4.0,Πετρέλαιο,Χειροκίνητο,1500.0,120.0,91000.0,Μεταχειρισμένο,ΠΕΡΙΣΤΕΡΙ 12133,17890.0
Suzuki,Vitara,2022.0,4.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,116.0,88100.0,Μεταχειρισμένο,ΝΙΚΑΙΑ 18454,17299.0
Mitsubishi,Space Star,2022.0,4.0,Βενζίνη,Χειροκίνητο,1200.0,70.0,87000.0,Μεταχειρισμένο,ΠΕΡΙΣΤΕΡΙ 12134,9700.0
LandRover,Range Rover Velar,2022.0,4.0,Plug-in Hybrid Βενζίνης,Αυτόματο,2000.0,404.0,20200.0,Μεταχειρισμένο,ΝΕΟ ΗΡΑΚΛΕΙΟ 14122,64000.0
DS,DS3,2022.0,4.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,17500.0,Μεταχειρισμένο,ΑΓ. ΙΩΑΝΝΗΣ ΡΕΝΤΗΣ 18233,18000.0
Toyota,Yaris Cross,2022.0,4.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,115.0,74000.0,Μεταχειρισμένο,ΝΙΚΑΙΑ 18454,19800.0
Ford,Fiesta,2022.0,4.0,Βενζίνη,Χειροκίνητο,1000.0,100.0,27000.0,Μεταχειρισμένο,ΑΓ. ΙΩΑΝΝΗΣ ΡΕΝΤΗΣ 18233,12500.0
Citroen,C1,2022.0,4.0,Βενζίνη,Χειροκίνητο,1000.0,72.0,51991.0,Μεταχειρισμένο,ΑΘΗΝΑ 11525,11200.0
LandRover,Range Rover Velar,2022.0,4.0,Plug-in Hybrid Βενζίνης,Αυτόματο,2000.0,404.0,20200.0,Μεταχειρισμένο,ΝΕΟ ΗΡΑΚΛΕΙΟ 14122,64000.0
DS,DS3,2022.0,4.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,17500.0,Μεταχειρισμένο,ΑΓ. ΙΩΑΝΝΗΣ ΡΕΝΤΗΣ 18233,18000.0
Toyota,Yaris Cross,2022.0,4.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,115.0,74000.0,Μεταχειρισμένο,ΝΙΚΑΙΑ 18454,19800.0
Ford,Fiesta,2022.0,4.0,Βενζίνη,Χειροκίνητο,1000.0,100.0,27000.0,Μεταχειρισμένο,ΑΓ. ΙΩΑΝΝΗΣ ΡΕΝΤΗΣ 18233,12500.0
Nissan,Qashqai,2022.0,4.0,Υβριδικό Βενζίνης,Χειροκίνητο,1300.0,140.0,49000.0,Μεταχειρισμένο,ΝΙΚΑΙΑ 18454,19999.0
Peugeot,208,2022.0,4.0,Πετρέλαιο,Χειροκίνητο,1500.0,100.0,108000.0,Μεταχειρισμένο,ΠΕΡΙΣΤΕΡΙ 12134,12200.0
BMW,X1,2022.0,4.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1500.0,225.0,88900.0,Μεταχειρισμένο,ΝΙΚΑΙΑ 18454,22500.0
Volvo,XC40,2022.0,4.0,Βενζίνη,Αυτόματο,1500.0,163.0,93691.0,Μεταχειρισμένο,ΝΙΚΑΙΑ 18454,22800.0
Nissan,Primastar,2022.0,4.0,Πετρέλαιο,Αυτόματο,2000.0,145.0,134000.0,Μεταχειρισμένο,ΓΛΥΦΑΔΑ 16562,35900.0
Mercedes-Benz,GLA 250,2022.0,4.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1300.0,220.0,40700.0,Μεταχειρισμένο,ΔΑΦΝΗ 17235,39900.0
BMW,X5,2022.0,4.0,Υβριδικό Βενζίνης,Αυτόματο,3000.0,340.0,173000.0,Μεταχειρισμένο,ΝΙΚΑΙΑ 18454,44900.0
Hyundai,i 10,2022.0,4.0,Βενζίνη,Χειροκίνητο,1000.0,67.0,110000.0,Μεταχειρισμένο,ΙΛΙΟΝ 13123,12000.0
Peugeot,2008,2022.0,4.0,Πετρέλαιο,Αυτόματο,1500.0,130.0,65000.0,Μεταχειρισμένο,ΑΓ. ΙΩΑΝΝΗΣ ΡΕΝΤΗΣ 18233,20000.0
Hyundai,i 30,2022.0,4.0,Υβριδικό Βενζίνης,Χειροκίνητο,1500.0,160.0,74000.0,Μεταχειρισμένο,ΠΕΡΙΣΤΕΡΙ 12136,19990.0
BMW,X6,2022.0,4.0,Υβριδικό Πετρελαίου,Αυτόματο,3000.0,286.0,31500.0,Μεταχειρισμένο,ΚΟΡΩΠΙ 19400,104999.0
Mini,Countryman,2022.0,4.0,Βενζίνη,Αυτόματο,1500.0,136.0,94000.0,Μεταχειρισμένο,ΑΘΗΝΑ 11528,24900.0
Ford,Puma,2022.0,4.0,Υβριδικό Βενζίνης,Αυτόματο,1000.0,150.0,34000.0,Μεταχειρισμένο,ΙΛΙΟΝ 13122,27900.0
Skoda,Octavia,2022.0,4.0,CNG / Βενζίνη,Αυτόματο,1500.0,131.0,76280.0,Μεταχειρισμένο,ΑΘΗΝΑ 10436,22000.0
Mercedes-Benz,S 580,2022.0,4.0,Plug-in Hybrid Βενζίνης,Αυτόματο,3000.0,510.0,94000.0,Μεταχειρισμένο,ΧΑΛΑΝΔΡΙ 15234,106000.0
Audi,Q3,2022.0,4.0,Πετρέλαιο,Αυτόματο,2000.0,200.0,99000.0,Μεταχειρισμένο,ΧΑΛΑΝΔΡΙ 15234,49500.0
Mercedes-Benz,C 200,2022.0,4.0,Υβριδικό Πετρελαίου,Αυτόματο,2000.0,184.0,79000.0,Μεταχειρισμένο,ΧΑΛΑΝΔΡΙ 15234,48900.0
Abarth,595,2022.0,4.0,Βενζίνη,Χειροκίνητο,1400.0,165.0,36000.0,Μεταχειρισμένο,ΓΛΥΦΑΔΑ 16674,23400.0
Volkswagen,Polo,2022.0,4.0,Βενζίνη,Χειροκίνητο,1000.0,95.0,27000.0,Μεταχειρισμένο,ΓΛΥΦΑΔΑ 16674,16900.0
Suzuki,SX4 S-Cross,2022.0,4.0,Υβριδικό Βενζίνης,Χειροκίνητο,1400.0,129.0,48900.0,Μεταχειρισμένο,ΕΛΕΥΣΙΝΑ 19200,21700.0
Hyundai,i 20,2022.0,4.0,Βενζίνη,Χειροκίνητο,1200.0,84.0,66850.0,Μεταχειρισμένο,ΑΘΗΝΑ 11525,16300.0
Toyota,Yaris,2022.0,4.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,116.0,56313.0,Μεταχειρισμένο,ΑΘΗΝΑ 10436,18500.0
Mercedes-Benz,V 250,2022.0,4.0,Πετρέλαιο,Αυτόματο,2200.0,190.0,250000.0,Μεταχειρισμένο,ΝΕΑ ΕΡΥΘΡΑΙA 14671,67900.0
Peugeot,2008,2022.0,4.0,Πετρέλαιο,Χειροκίνητο,1500.0,110.0,74000.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15122,18900.0
Skoda,Kamiq,2022.0,4.0,Βενζίνη,Χειροκίνητο,1000.0,110.0,60000.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15122,15750.0
Citroen,C4,2022.0,4.0,Ηλεκτρικό,Αυτόματο,,136.0,77000.0,Μεταχειρισμένο,ΚΕΡΑΤΣΙΝΙ 18757,18990.0
Citroen,ë-C4,2022.0,4.0,Ηλεκτρικό,Αυτόματο,,136.0,77000.0,Μεταχειρισμένο,ΚΕΡΑΤΣΙΝΙ 18757,18990.0
Jeep,Gladiator,2022.0,4.0,Πετρέλαιο,Αυτόματο,3000.0,265.0,19000.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15124,59700.0
Ford,Puma,2022.0,4.0,Πετρέλαιο,Χειροκίνητο,1500.0,120.0,260000.0,Μεταχειρισμένο,ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ 14341,13500.0
Opel,Mokka,2022.0,4.0,Πετρέλαιο,Χειροκίνητο,1500.0,110.0,67770.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17456,19480.0
Toyota,Corolla,2022.0,4.0,Υβριδικό Βενζίνης,Αυτόματο,1800.0,122.0,44000.0,Μεταχειρισμένο,ΑΘΗΝΑ 10673,18000.0
Peugeot,208,2022.0,4.0,Πετρέλαιο,Χειροκίνητο,1500.0,102.0,80970.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17456,14280.0
Suzuki,SX4 S-Cross,2022.0,4.0,Υβριδικό Βενζίνης,Χειροκίνητο,1400.0,130.0,58124.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17456,17980.0
Renault,Clio,2022.0,4.0,Πετρέλαιο,Χειροκίνητο,1500.0,100.0,82019.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17456,14480.0
Fiat,500,2022.0,4.0,Υβριδικό Βενζίνης,Χειροκίνητο,1000.0,70.0,30206.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17456,12980.0
Volvo,C40,2022.0,4.0,Ηλεκτρικό,Αυτόματο,,408.0,58839.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17456,34980.0
Hyundai,i 30,2022.0,4.0,Βενζίνη,Χειροκίνητο,1000.0,120.0,49679.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17456,16280.0
Peugeot,3008,2022.0,4.0,Πετρέλαιο,Χειροκίνητο,1500.0,130.0,31807.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17456,21980.0
Jeep,Renegade,2022.0,4.0,Βενζίνη,Χειροκίνητο,1000.0,120.0,78570.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17456,19780.0
Citroen,C3,2022.0,4.0,Πετρέλαιο,Χειροκίνητο,1500.0,100.0,84000.0,Μεταχειρισμένο,ΓΕΡΑΚΑΣ 15344,11680.0
Peugeot,Partner,2022.0,4.0,Πετρέλαιο,Χειροκίνητο,1500.0,100.0,98566.0,Μεταχειρισμένο,ΠΑΛΛΗΝΗ 15351,14950.0
Ford,Puma,2022.0,4.0,Υβριδικό Βενζίνης,Αυτόματο,1000.0,125.0,51130.0,Μεταχειρισμένο,ΓΕΡΑΚΑΣ 15344,19690.0
Ford,Puma,2022.0,4.0,Βενζίνη,Αυτόματο,1000.0,125.0,51130.0,Μεταχειρισμένο,ΓΕΡΑΚΑΣ 15344,19690.0
Jeep,Renegade,2022.0,4.0,Βενζίνη,Χειροκίνητο,1000.0,120.0,87766.0,Μεταχειρισμένο,ΑΘΗΝΑ 11855,16490.0
Hyundai,Tucson,2022.0,4.0,Υβριδικό Πετρελαίου,Αυτόματο,1600.0,136.0,122485.0,Μεταχειρισμένο,ΠΑΛΛΗΝΗ 15351,24750.0
DS,DS3,2022.0,4.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,91000.0,Μεταχειρισμένο,ΓΕΡΑΚΑΣ 15344,16590.0
Volvo,XC 90,2022.0,4.0,Υβριδικό Πετρελαίου,Αυτόματο,2000.0,235.0,44000.0,Μεταχειρισμένο,ΓΛΥΦΑΔΑ 16674,71500.0
Skoda,Fabia,2022.0,4.0,Βενζίνη,Χειροκίνητο,1000.0,110.0,30500.0,Μεταχειρισμένο,ΓΕΡΑΚΑΣ 15344,14890.0
Opel,Corsa,2022.0,4.0,Βενζίνη,Χειροκίνητο,1200.0,75.0,81000.0,Μεταχειρισμένο,ΓΕΡΑΚΑΣ 15344,12480.0
DS,DS3,2022.0,4.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,70000.0,Μεταχειρισμένο,ΓΕΡΑΚΑΣ 15344,17470.0
Fiat,Panda,2022.0,4.0,Βενζίνη,Χειροκίνητο,1000.0,70.0,81000.0,Μεταχειρισμένο,ΓΕΡΑΚΑΣ 15344,12790.0
Citroen,C3,2022.0,4.0,Πετρέλαιο,Χειροκίνητο,1500.0,102.0,73227.0,Μεταχειρισμένο,ΒΟΥΛΑ 16673,11450.0
Opel,Corsa,2022.0,4.0,Βενζίνη,Χειροκίνητο,1200.0,75.0,20000.0,Μεταχειρισμένο,ΒΟΥΛΑ 16673,13500.0
Skoda,Kodiaq,2022.0,4.0,Βενζίνη,Αυτόματο,1500.0,150.0,32115.0,Μεταχειρισμένο,ΠΑΛΛΗΝΗ 15351,28950.0
Ford,Puma,2022.0,4.0,Υβριδικό Βενζίνης,Αυτόματο,1000.0,125.0,75000.0,Μεταχειρισμένο,ΓΕΡΑΚΑΣ 15344,19490.0
Fiat,Panda,2022.0,4.0,Υβριδικό Βενζίνης,Χειροκίνητο,1000.0,70.0,81000.0,Μεταχειρισμένο,ΓΕΡΑΚΑΣ 15344,12790.0
DS,DS3,2022.0,4.0,Βενζίνη,Αυτόματο,1200.0,130.0,76000.0,Μεταχειρισμένο,ΓΕΡΑΚΑΣ 15344,18790.0
Opel,Corsa,2022.0,4.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,76775.0,Μεταχειρισμένο,ΠΑΛΛΗΝΗ 15351,13950.0
BMW,420,2022.0,4.0,Υβριδικό Πετρελαίου,Αυτόματο,2000.0,190.0,88000.0,Μεταχειρισμένο,ΚΟΡΩΠΙ 19400,60000.0
Jeep,Compass,2022.0,4.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1300.0,240.0,68268.0,Μεταχειρισμένο,ΠΑΛΛΗΝΗ 15351,29950.0
Porsche,Cayenne,2022.0,4.0,Plug-in Hybrid Βενζίνης,Αυτόματο,3000.0,462.0,40000.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15124,91000.0
DS,DS3,2022.0,4.0,Βενζίνη,Χειροκίνητο,1200.0,100.0,82000.0,Μεταχειρισμένο,ΓΕΡΑΚΑΣ 15344,16980.0
Mercedes-Benz,GLE 350,2022.0,4.0,Plug-in Hybrid Πετρελαίου,Αυτόματο,2000.0,320.0,60000.0,Μεταχειρισμένο,ΜΑΡΟΥΣΙ 15124,75500.0
Ford,Puma,2022.0,4.0,Βενζίνη,Αυτόματο,1000.0,125.0,75000.0,Μεταχειρισμένο,ΓΕΡΑΚΑΣ 15344,19490.0
Ford,Transit Courier,2022.0,4.0,Πετρέλαιο,Χειροκίνητο,1500.0,100.0,142633.0,Μεταχειρισμένο,ΠΑΛΛΗΝΗ 15351,12450.0
Peugeot,3008,2022.0,4.0,Πετρέλαιο,Αυτόματο,1500.0,130.0,88700.0,Μεταχειρισμένο,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ 15343,23900.0
Opel,Mokka,2022.0,4.0,Βενζίνη,Αυτόματο,1200.0,130.0,62913.0,Μεταχειρισμένο,ΑΙΓΑΛΕΩ 12242,19900.0
Mercedes-Benz,EQB,2022.0,4.0,Ηλεκτρικό,Αυτόματο,,225.0,26910.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14451,41450.0
Skoda,Fabia,2022.0,4.0,Βενζίνη,Χειροκίνητο,1000.0,110.0,47525.0,Μεταχειρισμένο,ΑΘΗΝΑ 11525,16700.0
Peugeot,2008,2022.0,4.0,Πετρέλαιο,Χειροκίνητο,1200.0,100.0,133627.0,Μεταχειρισμένο,ΒΡΙΛΗΣΣΙΑ 15235,14300.0
Peugeot,308,2022.0,4.0,Υβριδικό Βενζίνης,Αυτόματο,1600.0,180.0,20190.0,Μεταχειρισμένο,ΚΟΡΩΠΙ 19400,25500.0
Skoda,Octavia,2022.0,4.0,CNG / Βενζίνη,Αυτόματο,1500.0,131.0,115000.0,Μεταχειρισμένο,ΑΘΗΝΑ 10436,22000.0
Toyota,Yaris,2022.0,4.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,116.0,69724.0,Μεταχειρισμένο,ΠΑΛΛΗΝΗ 15351,18950.0
BMW,X2,2022.0,4.0,Πετρέλαιο,Αυτόματο,1500.0,116.0,70000.0,Μεταχειρισμένο,ΙΛΙΟΝ 13122,29800.0
BMW,420 Gran Coupe,2022.0,4.0,Υβριδικό Πετρελαίου,Αυτόματο,2000.0,200.0,68000.0,Μεταχειρισμένο,ΑΧΑΡΝΕΣ 13674,54890.0
Mercedes-Benz,A 250,2022.0,4.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1300.0,220.0,38900.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,29990.0
Opel,Mokka,2022.0,4.0,Βενζίνη,Αυτόματο,1200.0,130.0,67433.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,19990.0
BMW,X2,2022.0,4.0,Πετρέλαιο,Αυτόματο,1500.0,116.0,110000.0,Μεταχειρισμένο,ΙΛΙΟΝ 13122,29300.0
BMW,X1,2022.0,4.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1500.0,220.0,46000.0,Μεταχειρισμένο,ΠΑΛΑΙΟ ΦΑΛΗΡΟ 17564,29000.0
Volvo,XC 90,2022.0,4.0,Πετρέλαιο,Αυτόματο,2000.0,235.0,84000.0,Μεταχειρισμένο,ΚΡΥΟΝΕΡΙ 14568,59980.0
Peugeot,3008,2022.0,4.0,Πετρέλαιο,Χειροκίνητο,1500.0,130.0,19822.0,Μεταχειρισμένο,ΠΑΛΛΗΝΗ 15351,21950.0
Porsche,Cayenne,2022.0,4.0,Υβριδικό Βενζίνης,Αυτόματο,3000.0,462.0,48000.0,Μεταχειρισμένο,ΚΡΥΟΝΕΡΙ 14568,104890.0
Porsche,Cayenne,2022.0,4.0,Plug-in Hybrid Βενζίνης,Αυτόματο,3000.0,462.0,48000.0,Μεταχειρισμένο,ΚΡΥΟΝΕΡΙ 14568,104890.0
Porsche,Cayenne,2022.0,4.0,Υβριδικό Βενζίνης,Αυτόματο,3000.0,462.0,62000.0,Μεταχειρισμένο,ΚΡΥΟΝΕΡΙ 14568,97990.0
Porsche,Cayenne,2022.0,4.0,Plug-in Hybrid Βενζίνης,Αυτόματο,3000.0,462.0,62000.0,Μεταχειρισμένο,ΚΡΥΟΝΕΡΙ 14568,97990.0
Jeep,Wrangler,2022.0,4.0,Υβριδικό Βενζίνης,Αυτόματο,2000.0,381.0,98000.0,Μεταχειρισμένο,ΚΡΥΟΝΕΡΙ 14568,60980.0
Jeep,Wrangler,2022.0,4.0,Plug-in Hybrid Βενζίνης,Αυτόματο,2000.0,381.0,98000.0,Μεταχειρισμένο,ΚΡΥΟΝΕΡΙ 14568,60980.0
Volvo,XC 90,2022.0,4.0,Υβριδικό Πετρελαίου,Αυτόματο,2000.0,235.0,84000.0,Μεταχειρισμένο,ΚΡΥΟΝΕΡΙ 14568,59980.0
Suzuki,Vitara,2022.0,4.0,Βενζίνη,Χειροκίνητο,1400.0,129.0,39000.0,Μεταχειρισμένο,ΚΡΥΟΝΕΡΙ 14568,20490.0
Volkswagen,T-Roc,2022.0,4.0,Βενζίνη,Αυτόματο,1500.0,150.0,97000.0,Μεταχειρισμένο,ΚΡΥΟΝΕΡΙ 14568,20470.0
Volkswagen,T-Roc,2022.0,4.0,Βενζίνη,Αυτόματο,1500.0,150.0,92000.0,Μεταχειρισμένο,ΚΡΥΟΝΕΡΙ 14568,23480.0
Volkswagen,Tiguan,2022.0,4.0,Βενζίνη,Χειροκίνητο,1500.0,150.0,83000.0,Μεταχειρισμένο,ΚΡΥΟΝΕΡΙ 14568,23700.0
Mercedes-Benz,GLE 300,2022.0,4.0,Πετρέλαιο,Αυτόματο,2000.0,272.0,50000.0,Μεταχειρισμένο,ΚΡΥΟΝΕΡΙ 14568,77890.0
Mercedes-Benz,EQA,2022.0,4.0,Ηλεκτρικό,Αυτόματο,,188.0,154206.0,Μεταχειρισμένο,ΧΑΙΔΑΡΙ 12461,26500.0
Mercedes-Benz,GLE 300,2022.0,4.0,Υβριδικό Πετρελαίου,Αυτόματο,2000.0,272.0,50000.0,Μεταχειρισμένο,ΚΡΥΟΝΕΡΙ 14568,77890.0
Mercedes-Benz,S 580,2022.0,4.0,Υβριδικό Βενζίνης,Αυτόματο,4000.0,510.0,45000.0,Μεταχειρισμένο,ΚΡΥΟΝΕΡΙ 14568,129800.0
Mercedes-Benz,S 580,2022.0,4.0,Plug-in Hybrid Βενζίνης,Αυτόματο,3000.0,510.0,45000.0,Μεταχειρισμένο,ΚΡΥΟΝΕΡΙ 14568,129800.0
Suzuki,Vitara,2022.0,4.0,Υβριδικό Βενζίνης,Χειροκίνητο,1400.0,129.0,39000.0,Μεταχειρισμένο,ΚΡΥΟΝΕΡΙ 14568,20490.0
Audi,Q3,2022.0,4.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,150.0,100000.0,Μεταχειρισμένο,ΚΡΥΟΝΕΡΙ 14568,28980.0
Nissan,Leaf,2022.0,4.0,Ηλεκτρικό,Αυτόματο,,146.0,45000.0,Μεταχειρισμένο,ΧΑΙΔΑΡΙ 12461,18900.0
Citroen,C3,2022.0,4.0,Βενζίνη,Χειροκίνητο,1200.0,83.0,21165.0,Μεταχειρισμένο,ΠΑΛΛΗΝΗ 15351,12950.0
Opel,Mokka,2022.0,4.0,Πετρέλαιο,Χειροκίνητο,1500.0,110.0,96539.0,Μεταχειρισμένο,ΠΑΛΛΗΝΗ 15351,18950.0
BMW,116,2022.0,4.0,Βενζίνη,Χειροκίνητο,1500.0,136.0,1575.0,Μεταχειρισμένο,ΑΙΓΑΛΕΩ 12241,26000.0
Volkswagen,ID.4,2022.0,4.0,Ηλεκτρικό,Αυτόματο,,146.0,67553.0,Μεταχειρισμένο,ΑΡΓΥΡΟΥΠΟΛΗ 16452,26300.0
Citroen,C3,2022.0,4.0,Βενζίνη,Χειροκίνητο,1200.0,83.0,61363.0,Μεταχειρισμένο,ΑΘΗΝΑ 10442,12500.0
Tesla,Model 3,2022.0,4.0,Ηλεκτρικό,Αυτόματο,,550.0,30000.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14564,32500.0
Honda,Jazz,2022.0,4.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,98.0,40691.0,Μεταχειρισμένο,ΠΑΛΛΗΝΗ 15351,19950.0
Jeep,Compass,2022.0,4.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1300.0,240.0,99900.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14564,24500.0
Renault,Clio,2022.0,4.0,LPG / Βενζίνη,Χειροκίνητο,1000.0,100.0,107000.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17455,12900.0
Volkswagen,T-Roc,2022.0,4.0,Βενζίνη,Χειροκίνητο,1000.0,110.0,84000.0,Μεταχειρισμένο,ΑΛΙΜΟΣ 17455,17400.0
Mercedes-Benz,GLE 300,2022.0,4.0,Υβριδικό Πετρελαίου,Αυτόματο,2000.0,285.0,56000.0,Μεταχειρισμένο,ΚΗΦΙΣΙΑ 14564,81000.0
Peugeot,3008,2022.0,4.0,Βενζίνη,Χειροκίνητο,1200.0,130.0,125556.0,Μεταχειρισμένο,ΚΑΛΛΙΘΕΑ 17672,17999.0
Citroen,C3,2022.0,4.0,Πετρέλαιο,Χειροκίνητο,1500.0,100.0,43650.0,Μεταχειρισμένο,ΚΑΛΛΙΘΕΑ 17672,12200.0
Citroen,C4,2022.0,4.0,Ηλεκτρικό,Αυτόματο,,136.0,32000.0,Μεταχειρισμένο,ΣΑΛΑΜΙΝΑ 18900,19900.0
Jeep,Compass,2022.0,4.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1300.0,240.0,24213.0,Μεταχειρισμένο,ΠΑΛΛΗΝΗ 15351,31450.0
Volvo,XC40,2022.0,4.0,Βενζίνη,Αυτόματο,1500.0,163.0,99322.0,Μεταχειρισμένο,ΠΑΛΛΗΝΗ 15351,27950.0
Citroen,C3,2022.0,4.0,Βενζίνη,Χειροκίνητο,1200.0,83.0,49662.0,Μεταχειρισμένο,ΠΑΛΛΗΝΗ 15351,13450.0
Mazda,2 Hybrid,2022.0,4.0,Υβριδικό Βενζίνης,Αυτόματο,1500.0,116.0,65000.0,Μεταχειρισμένο,ΡΑΦΗΝΑ 19009,16500.0
Suzuki,Vitara,2022.0,4.0,Υβριδικό Βενζίνης,Χειροκίνητο,1400.0,129.0,28000.0,Μεταχειρισμένο,ΠΕΡΙΣΤΕΡΙ 12132,16500.0
Dacia,Jogger,2022.0,4.0,LPG / Βενζίνη,Χειροκίνητο,1000.0,100.0,42000.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,14990.0
Nissan,Micra,2022.0,4.0,Βενζίνη,Χειροκίνητο,1000.0,100.0,72000.0,Μεταχειρισμένο,ΡΑΦΗΝΑ 19009,12500.0
Toyota,Aygo,2022.0,4.0,Βενζίνη,Αυτόματο,1000.0,68.0,68000.0,Μεταχειρισμένο,ΡΑΦΗΝΑ 19009,12990.0
Jeep,Renegade,2022.0,4.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1300.0,190.0,100000.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,19490.0
Renault,Captur,2022.0,4.0,Plug-in Hybrid Βενζίνης,Αυτόματο,1600.0,160.0,18000.0,Μεταχειρισμένο,ΜΕΤΑΜΟΡΦΩΣΗ 14452,19990.0
Kia,Stonic,2022.0,4.0,Βενζίνη,Χειροκίνητο,1200.0,84.0,75579.0,Μεταχειρισμένο,ΠΑΛΛΗΝΗ 15351,14450.0
